tiempo_s,x_est,y_est,theta_deg,wp_restantes,dist_wp,estado,crudo_m,kalman_m,enc_izq_rad,enc_der_rad,long_ejecutada_m
23.568,-0.1374,-0.0342,-17.46,34,0.0888,TRACKING,70.5,67.7,74.77596,91.39912,1.8259
23.584,-0.1360,-0.0346,-17.20,34,0.0874,TRACKING,69.0,67.9,74.83876,91.47448,1.8273
23.600,-0.1345,-0.0351,-16.94,34,0.0858,TRACKING,71.1,68.3,74.90784,91.55612,1.8288
23.616,-0.1332,-0.0355,-16.68,34,0.0844,TRACKING,70.2,68.5,74.97064,91.63148,1.8302
23.632,-0.1318,-0.0359,-16.55,34,0.0830,TRACKING,64.9,68.0,75.03972,91.70684,1.8317
23.648,-0.1304,-0.0363,-16.29,34,0.0816,TRACKING,69.9,68.2,75.10252,91.78220,1.8331
23.664,-0.1290,-0.0367,-16.16,34,0.0801,TRACKING,72.4,68.2,75.17160,91.85756,1.8346
23.680,-0.1275,-0.0371,-15.90,34,0.2029,TRACKING,68.7,68.3,75.24068,91.93920,1.8362
23.696,-0.1263,-0.0375,-15.52,34,0.2017,TRACKING,68.4,68.2,75.29092,92.00828,1.8374
23.712,-0.1250,-0.0378,-15.13,34,0.2004,TRACKING,71.1,68.1,75.34744,92.08364,1.8387
23.728,-0.1238,-0.0381,-14.74,34,0.1992,TRACKING,68.6,68.2,75.39768,92.15272,1.8400
23.744,-0.1225,-0.0385,-14.35,34,0.1979,TRACKING,70.4,68.5,75.45420,92.22808,1.8413
23.760,-0.1213,-0.0388,-14.09,34,0.1966,TRACKING,68.6,68.4,75.51072,92.29716,1.8426
23.776,-0.1200,-0.0391,-13.70,34,0.1953,TRACKING,69.2,68.2,75.56724,92.37252,1.8439
23.792,-0.1187,-0.0394,-13.32,33,0.1939,TRACKING,68.6,68.3,75.62376,92.44788,1.8453
23.808,-0.1173,-0.0398,-13.06,33,0.1925,TRACKING,66.8,68.1,75.68656,92.52324,1.8467
23.824,-0.1160,-0.0400,-12.80,33,0.1913,TRACKING,70.6,68.4,75.74308,92.59232,1.8480
23.840,-0.1147,-0.0403,-12.41,33,0.1899,TRACKING,63.1,67.7,75.79960,92.66768,1.8494
23.856,-0.1133,-0.0406,-12.15,33,0.1885,TRACKING,70.8,67.9,75.86240,92.74304,1.8508
23.872,-0.1120,-0.0409,-11.76,33,0.1872,TRACKING,70.3,67.7,75.91892,92.81840,1.8521
23.888,-0.1106,-0.0412,-11.50,33,0.1858,TRACKING,70.8,68.1,75.98172,92.89376,1.8535
23.904,-0.1092,-0.0415,-11.25,33,0.1844,TRACKING,67.1,68.0,76.04452,92.96912,1.8550
23.920,-0.1078,-0.0418,-10.99,33,0.1830,TRACKING,67.3,67.3,76.10732,93.04448,1.8564
23.936,-0.1064,-0.0420,-10.73,33,0.1816,TRACKING,65.7,67.0,76.17012,93.11984,1.8578
23.952,-0.1050,-0.0423,-10.47,33,0.1802,TRACKING,66.7,66.9,76.23292,93.19520,1.8592
23.968,-0.1037,-0.0425,-10.21,33,0.1788,TRACKING,66.7,66.8,76.29572,93.27056,1.8606
23.984,-0.1023,-0.0428,-9.95,33,0.1774,TRACKING,65.6,66.7,76.35852,93.34592,1.8620
24.000,-0.1009,-0.0430,-9.69,33,0.1760,TRACKING,68.5,66.6,76.42132,93.42128,1.8634
24.016,-0.0995,-0.0433,-9.43,33,0.1746,TRACKING,69.4,66.5,76.48412,93.49664,1.8649
24.032,-0.0980,-0.0435,-9.30,33,0.1731,TRACKING,72.6,67.1,76.55320,93.57200,1.8663
24.048,-0.0966,-0.0437,-9.05,33,0.1717,TRACKING,62.5,66.5,76.61600,93.64736,1.8678
24.064,-0.0951,-0.0440,-8.79,33,0.1702,TRACKING,69.5,66.9,76.68508,93.72900,1.8693
24.080,-0.0937,-0.0442,-8.53,33,0.1688,TRACKING,66.8,66.6,76.74788,93.80436,1.8707
24.096,-0.0922,-0.0444,-8.40,33,0.1673,TRACKING,69.1,66.8,76.81696,93.87972,1.8722
24.112,-0.0908,-0.0446,-8.14,33,0.1659,TRACKING,69.1,67.0,76.87976,93.95508,1.8736
24.128,-0.0893,-0.0448,-7.88,33,0.1644,TRACKING,66.4,66.6,76.94884,94.03672,1.8752
24.144,-0.0878,-0.0450,-7.75,33,0.1629,TRACKING,64.0,66.2,77.01792,94.11208,1.8766
24.160,-0.0863,-0.0452,-7.62,33,0.1614,TRACKING,70.6,66.8,77.08700,94.18744,1.8781
24.176,-0.0849,-0.0454,-7.36,33,0.1600,TRACKING,69.0,67.1,77.14980,94.26280,1.8795
24.192,-0.0834,-0.0456,-7.10,33,0.1585,TRACKING,70.4,66.8,77.21888,94.34444,1.8811
24.208,-0.0819,-0.0458,-6.97,33,0.1570,TRACKING,68.7,67.0,77.28796,94.41980,1.8826
24.224,-0.0804,-0.0460,-6.72,33,0.1555,TRACKING,69.6,67.4,77.35704,94.50144,1.8841
24.240,-0.0789,-0.0461,-6.59,33,0.1540,TRACKING,66.9,66.6,77.42612,94.57680,1.8856
24.256,-0.0774,-0.0463,-6.59,33,0.1524,TRACKING,66.8,66.6,77.50148,94.65216,1.8871
24.272,-0.0759,-0.0465,-6.33,33,0.1509,TRACKING,70.1,67.1,77.57056,94.73380,1.8887
24.288,-0.0744,-0.0466,-6.20,33,0.1494,TRACKING,72.2,67.8,77.63964,94.80916,1.8902
24.304,-0.0729,-0.0468,-5.94,33,0.1479,TRACKING,71.5,68.3,77.70872,94.89080,1.8917
24.320,-0.0714,-0.0470,-5.81,33,0.1464,TRACKING,71.5,68.7,77.77780,94.96616,1.8932
24.336,-0.0699,-0.0471,-5.81,33,0.1449,TRACKING,64.4,68.1,77.85316,95.04152,1.8947
24.352,-0.0683,-0.0473,-5.55,33,0.1433,TRACKING,72.0,67.3,77.92224,95.12316,1.8963
24.368,-0.0668,-0.0474,-5.42,33,0.1419,TRACKING,68.1,67.4,77.99132,95.19852,1.8978
24.384,-0.0652,-0.0476,-5.29,33,0.1403,TRACKING,68.8,67.6,78.06668,95.28016,1.8994
24.400,-0.0638,-0.0477,-5.16,33,0.1388,TRACKING,70.4,67.9,78.13576,95.35552,1.9008
24.416,-0.0622,-0.0478,-5.03,33,0.1372,TRACKING,66.4,67.7,78.21112,95.43716,1.9025
24.432,-0.0607,-0.0480,-4.90,33,0.1357,TRACKING,67.5,67.4,78.28020,95.51252,1.9039
24.448,-0.0591,-0.0481,-4.77,33,0.1341,TRACKING,65.5,67.0,78.35556,95.59416,1.9055
24.464,-0.0575,-0.0482,-4.52,33,0.1326,TRACKING,68.1,66.9,78.42464,95.67580,1.9071
24.480,-0.0560,-0.0483,-4.52,33,0.1310,TRACKING,69.8,67.3,78.50000,95.75116,1.9086
24.496,-0.0544,-0.0485,-4.39,33,0.1294,TRACKING,74.0,68.2,78.57536,95.83280,1.9102
24.512,-0.0529,-0.0486,-4.26,33,0.1279,TRACKING,68.8,68.3,78.64444,95.90816,1.9117
24.528,-0.0513,-0.0487,-4.13,33,0.1263,TRACKING,66.3,68.0,78.71980,95.98980,1.9133
24.544,-0.0498,-0.0488,-4.13,33,0.1248,TRACKING,67.5,67.9,78.79516,96.06516,1.9149
24.560,-0.0482,-0.0489,-3.87,33,0.1232,TRACKING,67.4,67.9,78.86424,96.14680,1.9164
24.576,-0.0466,-0.0490,-3.74,33,0.1216,TRACKING,65.9,67.6,78.93960,96.22844,1.9180
24.592,-0.0451,-0.0491,-3.74,33,0.1201,TRACKING,72.7,67.6,79.01496,96.30380,1.9196
24.608,-0.0435,-0.0492,-3.61,33,0.1185,TRACKING,67.2,67.5,79.09032,96.38544,1.9212
24.624,-0.0419,-0.0493,-3.48,33,0.1169,TRACKING,69.4,67.4,79.16568,96.46708,1.9228
24.640,-0.0403,-0.0494,-3.48,33,0.1153,TRACKING,69.4,67.1,79.24104,96.54244,1.9243
24.656,-0.0388,-0.0495,-3.22,33,0.1138,TRACKING,66.1,67.0,79.31012,96.62408,1.9259
24.672,-0.0372,-0.0496,-3.09,33,0.1122,TRACKING,75.0,68.0,79.38548,96.70572,1.9275
24.688,-0.0356,-0.0497,-3.09,33,0.1106,TRACKING,69.1,68.2,79.46084,96.78108,1.9290
24.704,-0.0340,-0.0498,-2.96,33,0.1090,TRACKING,64.5,67.6,79.53620,96.86272,1.9306
24.720,-0.0324,-0.0499,-2.83,33,0.1074,TRACKING,69.2,67.8,79.61156,96.94436,1.9323
24.736,-0.0309,-0.0499,-2.83,33,0.1059,TRACKING,71.1,68.0,79.68692,97.01972,1.9338
24.752,-0.0293,-0.0500,-2.70,33,0.1043,TRACKING,70.5,68.3,79.76228,97.10136,1.9354
24.768,-0.0277,-0.0501,-2.57,33,0.1027,TRACKING,73.3,68.1,79.83764,97.18300,1.9370
24.784,-0.0261,-0.0502,-2.57,33,0.1011,TRACKING,67.4,68.0,79.91300,97.25836,1.9386
24.800,-0.0245,-0.0502,-2.45,33,0.0995,TRACKING,67.1,66.9,79.98836,97.34000,1.9402
24.816,-0.0228,-0.0503,-2.45,33,0.0978,TRACKING,66.0,66.6,80.07000,97.42164,1.9418
24.832,-0.0212,-0.0504,-2.32,33,0.0962,TRACKING,70.1,67.1,80.14536,97.50328,1.9435
24.848,-0.0197,-0.0504,-2.32,33,0.0947,TRACKING,68.9,67.2,80.22072,97.57864,1.9450
24.864,-0.0181,-0.0505,-2.19,33,0.0931,TRACKING,68.9,67.0,80.29608,97.66028,1.9466
24.880,-0.0165,-0.0505,-2.06,33,0.0915,TRACKING,71.3,67.5,80.37144,97.74192,1.9482
24.896,-0.0149,-0.0506,-2.06,33,0.0899,TRACKING,66.9,67.3,80.44680,97.81728,1.9498
24.912,-0.0133,-0.0507,-1.93,33,0.0883,TRACKING,69.7,67.6,80.52216,97.89892,1.9514
24.928,-0.0117,-0.0507,-1.80,33,0.0867,TRACKING,69.4,67.9,80.59752,97.98056,1.9530
24.944,-0.0100,-0.0508,-1.80,33,0.0850,TRACKING,66.3,67.2,80.67916,98.06220,1.9547
24.960,-0.0085,-0.0508,-1.80,33,0.0835,TRACKING,65.8,66.7,80.75452,98.13756,1.9562
24.976,-0.0069,-0.0509,-1.67,33,0.0819,TRACKING,70.6,66.5,80.82988,98.21920,1.9578
24.992,-0.0053,-0.0509,-1.54,33,0.0803,TRACKING,71.2,67.1,80.90524,98.30084,1.9594
25.008,-0.0037,-0.0509,-1.41,33,0.1037,TRACKING,67.0,67.1,80.98060,98.38248,1.9610
25.024,-0.0020,-0.0510,-1.41,33,0.1020,TRACKING,68.3,67.2,81.06224,98.46412,1.9627
25.040,-0.0005,-0.0510,-1.41,33,0.1005,TRACKING,68.7,67.4,81.13760,98.53948,1.9643
25.056,0.0011,-0.0511,-1.28,33,0.0989,TRACKING,69.2,67.3,81.21296,98.62112,1.9659
25.072,0.0028,-0.0511,-1.28,33,0.0972,TRACKING,67.8,67.3,81.29460,98.70276,1.9675
25.088,0.0044,-0.0511,-1.15,33,0.0956,TRACKING,72.0,67.6,81.36996,98.78440,1.9691
25.104,0.0060,-0.0512,-1.02,32,0.0940,TRACKING,70.0,67.9,81.44532,98.86604,1.9708
25.120,0.0076,-0.0512,-1.15,32,0.0924,TRACKING,67.1,67.8,81.52696,98.94140,1.9724
25.136,0.0093,-0.0512,-1.02,32,0.0907,TRACKING,75.3,68.8,81.60232,99.02304,1.9740
25.152,0.0109,-0.0513,-0.89,32,0.0891,TRACKING,67.1,68.3,81.67768,99.10468,1.9756
25.168,0.0125,-0.0513,-0.89,32,0.0875,TRACKING,69.3,67.5,81.75932,99.18632,1.9773
25.184,0.0142,-0.0513,-0.76,32,0.0859,TRACKING,74.2,68.4,81.83468,99.26796,1.9789
25.200,0.0158,-0.0513,-0.76,32,0.0842,TRACKING,71.6,68.4,81.91632,99.34960,1.9805
25.216,0.0174,-0.0513,-0.76,32,0.0826,TRACKING,69.0,68.4,81.99168,99.42496,1.9821
25.232,0.0190,-0.0514,-0.76,32,0.0810,TRACKING,70.3,68.3,82.07332,99.50660,1.9838
25.248,0.0207,-0.0514,-0.63,32,0.1710,TRACKING,68.9,68.3,82.14868,99.58824,1.9854
25.264,0.0216,-0.0514,-1.41,32,0.1702,TRACKING,70.5,68.6,82.21148,99.61336,1.9863
25.280,0.0225,-0.0514,-2.19,32,0.1694,TRACKING,66.0,68.1,82.27428,99.63848,1.9872
25.296,0.0234,-0.0515,-2.96,32,0.1685,TRACKING,68.6,68.1,82.33708,99.66360,1.9881
25.312,0.0243,-0.0515,-3.61,32,0.1676,TRACKING,69.3,68.3,82.39988,99.69500,1.9890
25.328,0.0252,-0.0516,-4.39,32,0.1668,TRACKING,69.5,68.4,82.46268,99.72012,1.9899
25.344,0.0262,-0.0517,-5.16,32,0.1658,TRACKING,71.2,67.8,82.53176,99.75152,1.9910
25.360,0.0273,-0.0518,-5.68,32,0.1649,TRACKING,69.6,67.7,82.59456,99.78920,1.9920
25.376,0.0283,-0.0519,-6.46,32,0.1639,TRACKING,68.8,67.8,82.66364,99.82060,1.9930
25.392,0.0293,-0.0520,-7.10,32,0.1630,TRACKING,69.5,68.1,82.72644,99.85200,1.9940
25.408,0.0303,-0.0521,-7.75,31,0.1620,TRACKING,70.2,68.3,82.79552,99.88968,1.9951
25.424,0.0314,-0.0523,-8.27,31,0.1610,TRACKING,73.1,69.0,82.85832,99.92736,1.9961
25.440,0.0324,-0.0524,-8.92,31,0.1600,TRACKING,68.7,68.9,82.92740,99.96504,1.9972
25.456,0.0336,-0.0526,-9.43,31,0.1589,TRACKING,72.2,69.3,82.99648,100.00900,1.9984
25.472,0.0347,-0.0528,-10.08,31,0.1578,TRACKING,68.1,68.4,83.06556,100.04668,1.9995
25.488,0.0358,-0.0530,-10.60,31,0.1567,TRACKING,72.1,68.9,83.13464,100.09064,2.0006
25.504,0.0369,-0.0532,-11.12,31,0.1556,TRACKING,67.6,68.7,83.20372,100.13460,2.0018
25.520,0.0381,-0.0535,-11.63,31,0.1545,TRACKING,64.4,68.2,83.27280,100.17856,2.0029
25.536,0.0392,-0.0537,-12.15,31,0.1534,TRACKING,65.2,67.8,83.34188,100.22252,2.0041
25.552,0.0403,-0.0540,-12.67,31,0.1523,TRACKING,69.4,67.9,83.41096,100.26648,2.0053
25.568,0.0415,-0.0542,-13.19,31,0.1511,TRACKING,68.6,67.3,83.48004,100.31044,2.0064
25.584,0.0427,-0.0545,-13.57,31,0.1499,TRACKING,69.4,67.2,83.54912,100.36068,2.0076
25.600,0.0438,-0.0548,-13.96,31,0.1488,TRACKING,67.8,67.3,83.61820,100.41092,2.0089
25.616,0.0450,-0.0551,-14.61,31,0.1476,TRACKING,69.9,67.2,83.69356,100.45488,2.0101
25.632,0.0462,-0.0554,-15.00,31,0.1464,TRACKING,72.7,67.9,83.76264,100.50512,2.0113
25.648,0.0474,-0.0557,-15.39,31,0.1452,TRACKING,72.3,67.6,83.83172,100.55536,2.0125
25.664,0.0487,-0.0561,-15.77,31,0.1439,TRACKING,68.5,67.8,83.90708,100.61188,2.0139
25.680,0.0499,-0.0564,-16.16,31,0.1427,TRACKING,65.6,67.5,83.97616,100.66212,2.0151
25.696,0.0511,-0.0568,-16.68,31,0.1414,TRACKING,66.5,66.9,84.05152,100.71236,2.0164
25.712,0.0523,-0.0572,-16.94,31,0.1402,TRACKING,69.4,67.2,84.12060,100.76888,2.0177
25.728,0.0536,-0.0575,-17.46,31,0.1389,TRACKING,62.0,66.5,84.19596,100.81912,2.0190
25.744,0.0548,-0.0579,-17.72,31,0.1376,TRACKING,76.5,67.2,84.26504,100.87564,2.0203
25.760,0.0561,-0.0583,-18.10,31,0.1363,TRACKING,70.3,67.6,84.34040,100.93216,2.0216
25.776,0.0574,-0.0588,-18.49,31,0.1350,TRACKING,67.5,67.0,84.41576,100.98868,2.0230
25.792,0.0586,-0.0592,-18.75,31,0.1337,TRACKING,69.6,67.3,84.48484,101.04520,2.0242
25.808,0.0599,-0.0596,-19.14,31,0.1324,TRACKING,67.7,67.4,84.56020,101.10172,2.0256
25.824,0.0611,-0.0601,-19.53,31,0.1311,TRACKING,67.4,67.4,84.63556,101.15824,2.0269
25.840,0.0624,-0.0605,-19.92,31,0.1297,TRACKING,70.0,67.7,84.71092,101.21476,2.0283
25.856,0.0637,-0.0610,-20.05,31,0.1284,TRACKING,71.3,68.2,84.78000,101.27756,2.0297
25.872,0.0650,-0.0615,-20.43,31,0.1271,TRACKING,76.9,67.8,84.85536,101.33408,2.0310
25.888,0.0662,-0.0619,-20.82,31,0.1257,TRACKING,74.6,68.7,84.93072,101.39060,2.0324
25.904,0.0675,-0.0624,-21.08,31,0.1243,TRACKING,71.4,68.7,85.00608,101.45340,2.0338
25.920,0.0689,-0.0629,-21.34,31,0.1229,TRACKING,67.0,68.4,85.08144,101.51620,2.0352
25.936,0.0701,-0.0634,-21.73,31,0.1216,TRACKING,71.3,68.6,85.15680,101.57272,2.0365
25.952,0.0714,-0.0640,-21.99,31,0.1202,TRACKING,69.6,68.4,85.23216,101.63552,2.0380
25.968,0.0727,-0.0645,-22.24,31,0.1188,TRACKING,67.3,68.3,85.30752,101.69832,2.0394
25.984,0.0741,-0.0650,-22.50,31,0.1174,TRACKING,68.5,68.3,85.38288,101.76112,2.0408
26.000,0.0754,-0.0656,-22.76,31,0.1160,TRACKING,64.7,67.8,85.45824,101.82392,2.0422
26.016,0.0767,-0.0661,-23.02,31,0.1146,TRACKING,63.7,67.3,85.53360,101.88672,2.0436
26.032,0.0780,-0.0667,-23.28,31,0.1132,TRACKING,69.5,67.6,85.60896,101.94952,2.0450
26.048,0.0793,-0.0673,-23.54,31,0.1118,TRACKING,67.2,67.5,85.68432,102.01232,2.0465
26.064,0.0806,-0.0679,-23.67,31,0.1103,TRACKING,69.1,67.4,85.75968,102.08140,2.0479
26.080,0.0819,-0.0684,-23.93,31,0.1089,TRACKING,73.6,67.8,85.83504,102.14420,2.0493
26.096,0.0832,-0.0690,-24.19,31,0.1075,TRACKING,71.3,68.3,85.91040,102.20700,2.0508
26.112,0.0845,-0.0696,-24.44,31,0.1061,TRACKING,64.6,67.6,85.98576,102.26980,2.0522
26.128,0.0859,-0.0702,-24.70,31,0.1046,TRACKING,69.0,67.6,86.06740,102.33888,2.0537
26.144,0.0872,-0.0708,-24.96,31,0.1032,TRACKING,71.1,68.1,86.14276,102.40168,2.0551
26.160,0.0885,-0.0714,-25.09,31,0.1017,TRACKING,70.6,67.4,86.21812,102.47076,2.0566
26.176,0.0898,-0.0721,-25.35,31,0.1003,TRACKING,70.8,67.8,86.29348,102.53356,2.0580
26.192,0.0912,-0.0727,-25.48,31,0.0988,TRACKING,66.3,67.6,86.36884,102.60264,2.0595
26.208,0.0925,-0.0734,-25.74,31,0.0973,TRACKING,66.0,66.8,86.45048,102.67172,2.0611
26.224,0.0938,-0.0740,-26.00,31,0.0959,TRACKING,66.4,66.5,86.52584,102.73452,2.0625
26.240,0.0951,-0.0746,-26.13,31,0.0944,TRACKING,72.7,67.2,86.60120,102.80360,2.0640
26.256,0.0965,-0.0753,-26.26,31,0.0929,TRACKING,66.9,66.4,86.67656,102.87268,2.0654
26.272,0.0979,-0.0760,-26.52,31,0.0914,TRACKING,68.4,66.6,86.75820,102.94176,2.0670
26.288,0.0992,-0.0766,-26.64,31,0.0899,TRACKING,66.6,66.5,86.83356,103.01084,2.0685
26.304,0.1004,-0.0773,-26.90,31,0.0885,TRACKING,66.7,66.3,86.90892,103.07364,2.0699
26.320,0.1018,-0.0780,-27.16,31,0.0870,TRACKING,68.7,66.6,86.99056,103.14272,2.0714
26.336,0.1031,-0.0786,-27.29,31,0.0855,TRACKING,66.9,66.6,87.06592,103.21180,2.0729
26.352,0.1045,-0.0793,-27.42,31,0.0840,TRACKING,68.5,66.8,87.14128,103.28088,2.0744
26.368,0.1058,-0.0800,-27.68,31,0.0825,TRACKING,72.0,67.5,87.22292,103.34996,2.0759
26.384,0.1071,-0.0807,-27.81,31,0.0810,TRACKING,64.9,67.2,87.29828,103.41904,2.0774
26.400,0.1084,-0.0814,-27.94,31,0.1847,TRACKING,69.5,67.5,87.37364,103.48812,2.0789
26.416,0.1096,-0.0821,-28.33,31,0.1833,TRACKING,67.9,67.5,87.44900,103.54464,2.0802
26.432,0.1108,-0.0827,-28.72,31,0.1820,TRACKING,67.8,67.1,87.52436,103.60116,2.0816
26.448,0.1119,-0.0833,-29.10,31,0.1808,TRACKING,68.7,67.3,87.59344,103.65140,2.0828
26.464,0.1131,-0.0840,-29.49,31,0.1795,TRACKING,66.1,67.1,87.66880,103.70792,2.0842
26.480,0.1142,-0.0846,-29.88,31,0.1782,TRACKING,72.4,67.8,87.74416,103.76444,2.0855
26.496,0.1154,-0.0853,-30.01,31,0.1768,TRACKING,72.5,68.3,87.81324,103.82724,2.0869
26.512,0.1166,-0.0860,-30.40,31,0.1755,TRACKING,67.8,68.1,87.88860,103.88376,2.0882
26.528,0.1178,-0.0867,-30.79,30,0.1742,TRACKING,69.3,67.9,87.96396,103.94028,2.0896
26.544,0.1189,-0.0874,-31.17,30,0.1728,TRACKING,64.0,67.2,88.03932,103.99680,2.0909
26.560,0.1201,-0.0881,-31.30,30,0.1715,TRACKING,69.7,67.6,88.10840,104.05960,2.0923
26.576,0.1212,-0.0888,-31.69,30,0.1702,TRACKING,70.8,68.0,88.18376,104.11612,2.0936
26.592,0.1224,-0.0895,-31.95,30,0.1688,TRACKING,69.3,67.5,88.25912,104.17892,2.0951
26.608,0.1236,-0.0903,-32.21,30,0.1674,TRACKING,72.8,68.2,88.33448,104.24172,2.0965
26.624,0.1248,-0.0910,-32.47,30,0.1660,TRACKING,67.9,68.1,88.40984,104.30452,2.0979
26.640,0.1260,-0.0918,-32.86,30,0.1646,TRACKING,68.5,67.4,88.48520,104.36104,2.0992
26.656,0.1271,-0.0925,-33.12,30,0.1632,TRACKING,69.0,67.5,88.56056,104.42384,2.1007
26.672,0.1283,-0.0933,-33.37,30,0.1618,TRACKING,76.6,68.1,88.63592,104.48664,2.1021
26.688,0.1296,-0.0941,-33.50,30,0.1604,TRACKING,70.0,68.0,88.71128,104.55572,2.1035
26.704,0.1307,-0.0949,-33.76,30,0.1590,TRACKING,68.9,68.1,88.78664,104.61852,2.1050
26.720,0.1319,-0.0957,-34.02,30,0.1576,TRACKING,67.4,67.4,88.86200,104.68132,2.1064
26.736,0.1331,-0.0965,-34.28,30,0.1561,TRACKING,66.3,67.2,88.93736,104.74412,2.1078
26.752,0.1344,-0.0974,-34.54,30,0.1546,TRACKING,76.5,67.7,89.01900,104.81320,2.1093
26.768,0.1355,-0.0982,-34.80,30,0.1532,TRACKING,65.4,67.3,89.09436,104.87600,2.1108
26.784,0.1367,-0.0990,-35.06,30,0.1518,TRACKING,73.0,68.1,89.16972,104.93880,2.1122
26.800,0.1379,-0.0998,-35.19,30,0.1503,TRACKING,74.9,69.0,89.24508,105.00788,2.1137
26.816,0.1391,-0.1007,-35.32,30,0.1489,TRACKING,66.7,68.7,89.32044,105.07696,2.1151
26.832,0.1403,-0.1015,-35.70,30,0.1474,TRACKING,73.3,69.3,89.40208,105.13976,2.1166
26.848,0.1415,-0.1024,-35.83,30,0.1459,TRACKING,65.5,68.6,89.47744,105.20884,2.1181
26.864,0.1427,-0.1033,-35.96,30,0.1444,TRACKING,70.7,68.9,89.55280,105.27792,2.1196
26.880,0.1439,-0.1041,-36.09,30,0.1430,TRACKING,67.6,68.7,89.62816,105.34700,2.1211
26.896,0.1451,-0.1050,-36.48,30,0.1415,TRACKING,73.0,69.3,89.70980,105.40980,2.1225
26.912,0.1463,-0.1059,-36.61,30,0.1400,TRACKING,68.3,68.4,89.78516,105.47888,2.1240
26.928,0.1475,-0.1068,-36.74,30,0.1386,TRACKING,65.6,68.0,89.86052,105.54796,2.1255
26.944,0.1487,-0.1077,-37.00,30,0.1370,TRACKING,68.5,68.0,89.94216,105.61704,2.1270
26.960,0.1499,-0.1086,-37.13,30,0.1355,TRACKING,71.7,68.1,90.01752,105.68612,2.1285
26.976,0.1511,-0.1095,-37.26,30,0.1341,TRACKING,72.3,67.8,90.09288,105.75520,2.1300
26.992,0.1523,-0.1104,-37.52,30,0.1325,TRACKING,67.2,67.5,90.17452,105.82428,2.1315
27.008,0.1535,-0.1114,-37.52,30,0.1310,TRACKING,70.0,67.7,90.24988,105.89964,2.1331
27.024,0.1548,-0.1123,-37.77,30,0.1295,TRACKING,68.0,67.7,90.33152,105.96872,2.1346
27.040,0.1559,-0.1132,-37.90,30,0.1280,TRACKING,68.6,67.8,90.40688,106.03780,2.1361
27.056,0.1571,-0.1142,-38.16,30,0.1264,TRACKING,67.4,67.7,90.48852,106.10688,2.1377
27.072,0.1584,-0.1151,-38.16,30,0.1249,TRACKING,65.1,67.2,90.56388,106.18224,2.1392
27.088,0.1596,-0.1161,-38.42,30,0.1234,TRACKING,69.8,67.6,90.64552,106.25132,2.1408
27.104,0.1607,-0.1170,-38.55,30,0.1219,TRACKING,69.2,67.1,90.72088,106.32040,2.1422
27.120,0.1620,-0.1180,-38.68,30,0.1203,TRACKING,73.7,67.3,90.80252,106.39576,2.1438
27.136,0.1631,-0.1189,-38.81,30,0.1188,TRACKING,68.7,66.5,90.87788,106.46484,2.1453
27.152,0.1644,-0.1200,-38.94,30,0.1172,TRACKING,69.8,66.9,90.95952,106.54020,2.1469
27.168,0.1655,-0.1209,-39.07,30,0.1157,TRACKING,67.5,67.0,91.03488,106.60928,2.1484
27.184,0.1668,-0.1219,-39.20,30,0.1141,TRACKING,72.3,67.4,91.11652,106.68464,2.1500
27.200,0.1679,-0.1228,-39.33,30,0.1126,TRACKING,68.5,67.6,91.19188,106.75372,2.1515
27.216,0.1692,-0.1239,-39.46,30,0.1110,TRACKING,65.6,67.1,91.27352,106.82908,2.1531
27.232,0.1704,-0.1248,-39.46,30,0.1095,TRACKING,67.9,67.2,91.34888,106.90444,2.1547
27.248,0.1716,-0.1258,-39.72,30,0.1079,TRACKING,69.1,67.4,91.43052,106.97352,2.1562
27.264,0.1728,-0.1268,-39.72,30,0.1064,TRACKING,70.0,67.4,91.50588,107.04888,2.1577
27.280,0.1739,-0.1278,-39.97,30,0.1049,TRACKING,71.5,67.1,91.58752,107.11796,2.1593
27.296,0.1752,-0.1288,-40.10,30,0.1033,TRACKING,69.4,67.4,91.66916,107.19332,2.1609
27.312,0.1764,-0.1298,-40.10,30,0.1017,TRACKING,66.1,67.2,91.74452,107.26868,2.1624
27.328,0.1776,-0.1309,-40.23,30,0.1001,TRACKING,73.2,68.0,91.82616,107.34404,2.1641
27.344,0.1787,-0.1318,-40.36,30,0.0986,TRACKING,71.1,67.2,91.90152,107.41312,2.1655
27.360,0.1799,-0.1329,-40.49,30,0.0970,TRACKING,69.5,67.0,91.98316,107.48848,2.1671
27.376,0.1812,-0.1339,-40.62,30,0.0954,TRACKING,66.9,67.0,92.06480,107.56384,2.1688
27.392,0.1823,-0.1349,-40.62,30,0.0939,TRACKING,66.2,66.7,92.14016,107.63920,2.1703
27.408,0.1836,-0.1360,-40.75,30,0.0923,TRACKING,65.7,66.5,92.22180,107.71456,2.1719
27.424,0.1848,-0.1370,-40.88,30,0.0907,TRACKING,65.3,66.3,92.30344,107.78992,2.1735
27.440,0.1859,-0.1380,-41.01,30,0.0892,TRACKING,64.5,66.1,92.37880,107.85900,2.1750
27.456,0.1871,-0.1391,-41.14,30,0.0876,TRACKING,67.4,66.1,92.46044,107.93436,2.1766
27.472,0.1883,-0.1401,-41.27,30,0.0860,TRACKING,66.1,66.1,92.54208,108.00972,2.1782
27.488,0.1895,-0.1411,-41.27,30,0.0844,TRACKING,72.5,67.0,92.61744,108.08508,2.1798
